EVENT_WYID,PLAYER_WYID,LOCATIONX,LOCATIONY,MINUTE,SECOND,VIDEOTIMESTAMP,MATCHPERIOD,MATCH_WYID,SHOTBODYPART,SHOTISGOAL,SHOTXG,MATCHLABEL,DATE,VENUE,SIDE,SCORE,TEAM_WYID
1915296023,578588,88,43,44,8,2649.19834,1H,5136739,right_foot,false,0.2987,"Næsby U19 - B 93 U19, 0 - 1",2020-08-22 12:00:00.000,,home,0,38331
1915296025,579787,56,60,56,25,3455.165795,2H,5136739,right_foot,false,0.1456,"Næsby U19 - B 93 U19, 0 - 1",2020-08-22 12:00:00.000,,home,0,38331
1915296026,623240,83,63,64,1,3911.24877,2H,5136739,left_foot,false,0.02427,"Næsby U19 - B 93 U19, 0 - 1",2020-08-22 12:00:00.000,,home,0,38331
1915296028,623240,81,48,66,27,4057.780231,2H,5136739,right_foot,false,0.09911,"Næsby U19 - B 93 U19, 0 - 1",2020-08-22 12:00:00.000,,home,0,38331
1915296029,522605,86,26,74,8,4518.219257,2H,5136739,right_foot,false,0.03658,"Næsby U19 - B 93 U19, 0 - 1",2020-08-22 12:00:00.000,,home,0,38331
1915295573,522590,74,31,77,5,4695.196161,2H,5136739,left_foot,false,0.00042,"Næsby U19 - B 93 U19, 0 - 1",2020-08-22 12:00:00.000,,home,0,38331
1915295584,522590,75,62,91,8,5538.458886,2H,5136739,left_foot,false,0.0005781,"Næsby U19 - B 93 U19, 0 - 1",2020-08-22 12:00:00.000,,home,0,38331
1920509629,623240,92,29,7,50,471.499959,1H,5136754,right_foot,false,0.03391,"Næsby U19 - Slagelse B&I U19, 3 - 2",2020-09-05 12:00:00.000,,home,3,38331
1920509630,681274,91,28,11,30,691.871057,1H,5136754,left_foot,false,0.02181,"Næsby U19 - Slagelse B&I U19, 3 - 2",2020-09-05 12:00:00.000,,home,3,38331
1920509631,681274,85,46,12,35,756.175994,1H,5136754,right_foot,true,0.3676,"Næsby U19 - Slagelse B&I U19, 3 - 2",2020-09-05 12:00:00.000,,home,3,38331
1920509632,681274,91,57,16,49,1010.133964,1H,5136754,right_foot,false,0.0756,"Næsby U19 - Slagelse B&I U19, 3 - 2",2020-09-05 12:00:00.000,,home,3,38331
1920509633,681274,92,62,16,51,1012.800094,1H,5136754,right_foot,false,0.167,"Næsby U19 - Slagelse B&I U19, 3 - 2",2020-09-05 12:00:00.000,,home,3,38331
1920509634,514812,81,32,21,57,1318.449592,1H,5136754,right_foot,false,0.04935,"Næsby U19 - Slagelse B&I U19, 3 - 2",2020-09-05 12:00:00.000,,home,3,38331
1920509635,623240,98,35,31,12,1873.904738,1H,5136754,left_foot,false,0.03924,"Næsby U19 - Slagelse B&I U19, 3 - 2",2020-09-05 12:00:00.000,,home,3,38331
1920509640,522605,92,65,68,25,4108.148867,2H,5136754,left_foot,false,0.06913,"Næsby U19 - Slagelse B&I U19, 3 - 2",2020-09-05 12:00:00.000,,home,3,38331
1920509643,522618,84,52,83,49,5032.037181,2H,5136754,head_or_other,true,0.1215,"Næsby U19 - Slagelse B&I U19, 3 - 2",2020-09-05 12:00:00.000,,home,3,38331
1920509645,626542,80,66,88,12,5295.00271,2H,5136754,right_foot,false,0.05297,"Næsby U19 - Slagelse B&I U19, 3 - 2",2020-09-05 12:00:00.000,,home,3,38331
1920509646,578588,91,57,89,50,5393.446258,2H,5136754,left_foot,true,0.2319,"Næsby U19 - Slagelse B&I U19, 3 - 2",2020-09-05 12:00:00.000,,home,3,38331
2209908572,962683,86,30,9,29,577.294445,1H,5485756,right_foot,false,0.08216,"Næsby U19 - Viborg U19, 1 - 4",2024-05-18 09:45:00.000,,home,1,38331
2209908597,962683,85,32,11,31,699.276573,1H,5485756,right_foot,false,0.07782,"Næsby U19 - Viborg U19, 1 - 4",2024-05-18 09:45:00.000,,home,1,38331
2209908783,769945,81,22,22,49,1377.936149,1H,5485756,left_foot,false,0.01618,"Næsby U19 - Viborg U19, 1 - 4",2024-05-18 09:45:00.000,,home,1,38331
2209908960,661131,77,57,36,29,2197.075879,1H,5485756,right_foot,false,0.06111,"Næsby U19 - Viborg U19, 1 - 4",2024-05-18 09:45:00.000,,home,1,38331
2209909173,962683,90,31,48,53,2965.008189,2H,5485756,left_foot,false,0.1051,"Næsby U19 - Viborg U19, 1 - 4",2024-05-18 09:45:00.000,,home,1,38331
2209909180,769941,79,65,49,57,3029.489515,2H,5485756,right_foot,false,0.01165,"Næsby U19 - Viborg U19, 1 - 4",2024-05-18 09:45:00.000,,home,1,38331
2209909238,624758,91,63,53,28,3240.273544,2H,5485756,right_foot,false,0.08156,"Næsby U19 - Viborg U19, 1 - 4",2024-05-18 09:45:00.000,,home,1,38331
2209909247,624758,83,62,53,40,3252.115635,2H,5485756,right_foot,false,0.02702,"Næsby U19 - Viborg U19, 1 - 4",2024-05-18 09:45:00.000,,home,1,38331
2209909252,624728,93,55,54,12,3284.216759,2H,5485756,right_foot,true,0.2759,"Næsby U19 - Viborg U19, 1 - 4",2024-05-18 09:45:00.000,,home,1,38331
402629687,522618,94,44,5,48,350.270857,1H,5001530,head_or_other,false,0.2022,"Næsby U19 - HB Køge U19, 2 - 1",2019-08-24 12:00:00.000,,home,2,38331
402629841,450089,81,34,14,14,856.940959,1H,5001530,right_foot,true,0.06562,"Næsby U19 - HB Køge U19, 2 - 1",2019-08-24 12:00:00.000,,home,2,38331
402629857,522618,93,50,16,24,986.106909,1H,5001530,head_or_other,false,0.1521,"Næsby U19 - HB Køge U19, 2 - 1",2019-08-24 12:00:00.000,,home,2,38331
402629886,522581,79,71,19,32,1174.602702,1H,5001530,right_foot,false,0.004928,"Næsby U19 - HB Køge U19, 2 - 1",2019-08-24 12:00:00.000,,home,2,38331
402629948,522581,82,65,21,36,1298.023264,1H,5001530,right_foot,false,0.05571,"Næsby U19 - HB Køge U19, 2 - 1",2019-08-24 12:00:00.000,,home,2,38331
402629964,579448,95,25,22,27,1349.974676,1H,5001530,right_foot,false,0.04037,"Næsby U19 - HB Køge U19, 2 - 1",2019-08-24 12:00:00.000,,home,2,38331
402630163,522618,78,29,33,41,2023.153466,1H,5001530,right_foot,true,0.03846,"Næsby U19 - HB Køge U19, 2 - 1",2019-08-24 12:00:00.000,,home,2,38331
402630245,521250,74,62,41,42,2504.43406,1H,5001530,left_foot,false,0.002922,"Næsby U19 - HB Køge U19, 2 - 1",2019-08-24 12:00:00.000,,home,2,38331
402630526,522618,83,56,51,2,3135.633135,2H,5001530,right_foot,false,0.2025,"Næsby U19 - HB Køge U19, 2 - 1",2019-08-24 12:00:00.000,,home,2,38331
402630538,522581,74,76,52,7,3200.098021,2H,5001530,right_foot,false,0.02006,"Næsby U19 - HB Køge U19, 2 - 1",2019-08-24 12:00:00.000,,home,2,38331
402630585,522590,90,32,55,44,3417.459902,2H,5001530,left_foot,false,0.04549,"Næsby U19 - HB Køge U19, 2 - 1",2019-08-24 12:00:00.000,,home,2,38331
402630766,522618,97,52,67,14,4107.473052,2H,5001530,head_or_other,false,0.3994,"Næsby U19 - HB Køge U19, 2 - 1",2019-08-24 12:00:00.000,,home,2,38331
402630799,522581,83,70,69,1,4214.242804,2H,5001530,right_foot,false,0.04865,"Næsby U19 - HB Køge U19, 2 - 1",2019-08-24 12:00:00.000,,home,2,38331
402630865,450089,92,30,73,40,4493.591695,2H,5001530,left_foot,false,0.04526,"Næsby U19 - HB Køge U19, 2 - 1",2019-08-24 12:00:00.000,,home,2,38331
402630866,522618,86,58,73,42,4495.917764,2H,5001530,right_foot,false,0.2768,"Næsby U19 - HB Køge U19, 2 - 1",2019-08-24 12:00:00.000,,home,2,38331
402630942,514812,81,42,76,53,4686.839957,2H,5001530,right_foot,false,0.1226,"Næsby U19 - HB Køge U19, 2 - 1",2019-08-24 12:00:00.000,,home,2,38331
402631158,514812,80,67,88,29,5382.669679,2H,5001530,left_foot,false,0.008211,"Næsby U19 - HB Køge U19, 2 - 1",2019-08-24 12:00:00.000,,home,2,38331
402631209,579448,88,31,91,23,5556.27362,2H,5001530,right_foot,false,0.08742,"Næsby U19 - HB Køge U19, 2 - 1",2019-08-24 12:00:00.000,,home,2,38331
2745581058,897263,90,67,24,6,1446.821138,1H,5745180,right_foot,true,0.1472,"Nykøbing U19 - Næsby U19, 2 - 5",2025-10-25 13:45:00.000,,away,5,38331
2745581190,1233211,94,41,31,41,1901.732115,1H,5745180,head_or_other,true,0.1041,"Nykøbing U19 - Næsby U19, 2 - 5",2025-10-25 13:45:00.000,,away,5,38331
2745581236,1094888,95,56,34,29,2069.864953,1H,5745180,head_or_other,true,0.1532,"Nykøbing U19 - Næsby U19, 2 - 5",2025-10-25 13:45:00.000,,away,5,38331
2745581267,1233226,78,54,35,54,2154.501245,1H,5745180,right_foot,false,0.1127,"Nykøbing U19 - Næsby U19, 2 - 5",2025-10-25 13:45:00.000,,away,5,38331
2745581282,1233211,95,43,37,20,2240.607949,1H,5745180,head_or_other,true,0.1464,"Nykøbing U19 - Næsby U19, 2 - 5",2025-10-25 13:45:00.000,,away,5,38331
2745581328,1055675,93,48,40,35,2435.839957,1H,5745180,head_or_other,true,0.1946,"Nykøbing U19 - Næsby U19, 2 - 5",2025-10-25 13:45:00.000,,away,5,38331
1400031682,624730,86,59,2,49,170.437408,1H,5364729,right_foot,false,0.07908,"Hvidovre U19 - Næsby U19, 0 - 0",2022-09-17 14:30:00.000,,away,0,38331
1400031915,678968,89,55,12,52,773.229825,1H,5364729,right_foot,false,0.3585,"Hvidovre U19 - Næsby U19, 0 - 0",2022-09-17 14:30:00.000,,away,0,38331
1400032044,624758,76,47,18,26,1107.73786,1H,5364729,right_foot,false,0.02115,"Hvidovre U19 - Næsby U19, 0 - 0",2022-09-17 14:30:00.000,,away,0,38331
1400032090,846773,95,63,21,15,1276.563787,1H,5364729,right_foot,false,0.2119,"Hvidovre U19 - Næsby U19, 0 - 0",2022-09-17 14:30:00.000,,away,0,38331
1400032217,624758,88,39,27,58,1679.68474,1H,5364729,left_foot,false,0.07626,"Hvidovre U19 - Næsby U19, 0 - 0",2022-09-17 14:30:00.000,,away,0,38331
1400032420,678944,73,37,34,42,2083.866887,1H,5364729,left_foot,false,0.02149,"Hvidovre U19 - Næsby U19, 0 - 0",2022-09-17 14:30:00.000,,away,0,38331
1400032506,846773,90,57,39,58,2399.020073,1H,5364729,right_foot,false,0.1185,"Hvidovre U19 - Næsby U19, 0 - 0",2022-09-17 14:30:00.000,,away,0,38331
1400032646,766640,63,38,45,27,2728.57491,1H,5364729,right_foot,false,0.01108,"Hvidovre U19 - Næsby U19, 0 - 0",2022-09-17 14:30:00.000,,away,0,38331
1400032721,624758,88,52,45,37,3009.528443,2H,5364729,right_foot,false,0.3056,"Hvidovre U19 - Næsby U19, 0 - 0",2022-09-17 14:30:00.000,,away,0,38331
1400032748,624758,89,37,46,57,3089.046062,2H,5364729,right_foot,false,0.2109,"Hvidovre U19 - Næsby U19, 0 - 0",2022-09-17 14:30:00.000,,away,0,38331
1400032941,661131,79,31,56,12,3644.113231,2H,5364729,right_foot,false,0.01901,"Hvidovre U19 - Næsby U19, 0 - 0",2022-09-17 14:30:00.000,,away,0,38331
1400032943,661131,79,35,56,14,3646.345263,2H,5364729,right_foot,false,0.06291,"Hvidovre U19 - Næsby U19, 0 - 0",2022-09-17 14:30:00.000,,away,0,38331
1400033413,624758,76,43,88,48,5600.360012,2H,5364729,left_foot,false,0.04872,"Hvidovre U19 - Næsby U19, 0 - 0",2022-09-17 14:30:00.000,,away,0,38331
955153231,449281,86,70,1,50,111.529896,1H,2760101,right_foot,false,0.05339,"HB Køge U19 - Næsby U19, 5 - 4",2018-09-29 13:30:00.000,,away,4,38331
955153232,449377,88,69,3,41,222.809719,1H,2760101,left_foot,false,0.00314,"HB Køge U19 - Næsby U19, 5 - 4",2018-09-29 13:30:00.000,,away,4,38331
955153247,623767,94,66,8,41,522.72502,1H,2760101,head_or_other,false,0.03714,"HB Køge U19 - Næsby U19, 5 - 4",2018-09-29 13:30:00.000,,away,4,38331
955153233,449377,71,74,11,23,684.013269,1H,2760101,right_foot,false,0.01764,"HB Køge U19 - Næsby U19, 5 - 4",2018-09-29 13:30:00.000,,away,4,38331
955153234,579448,92,70,33,37,2018.11916,1H,2760101,right_foot,false,0.02331,"HB Køge U19 - Næsby U19, 5 - 4",2018-09-29 13:30:00.000,,away,4,38331
955152880,449295,78,34,40,12,2413.813763,1H,2760101,right_foot,false,0.142,"HB Køge U19 - Næsby U19, 5 - 4",2018-09-29 13:30:00.000,,away,4,38331
