PLAYER_WYID,SEASONNAME,TEAMNAME,MATCHES,MINUTESTAGGED,GOALS,YELLOWCARD,REDCARDS,PASSES,SUCCESSFULPASSES,PASSESTOFINALTHIRD,SUCCESSFULPASSESTOFINALTHIRD,FORWARDPASSES,SUCCESSFULFORWARDPASSES,TOUCHINBOX,ASSISTS,DUELS,DUELSWON,PROGRESSIVEPASSES,SUCCESSFULPROGRESSIVEPASSES
769167,2025/2026,Helsingør U17,9,421,0,1,0,202,170,26,20,49,35,0,0,106,43,21,11
976706,2025/2026,Brøndby U17,3,107,0,1,0,32,23,4,2,8,5,6,0,32,7,6,4
981601,2025/2026,AaB U17,2,131,0,0,0,59,42,12,6,25,12,2,0,26,7,10,5
1016085,2025/2026,Kolding IF U17,14,1302,0,4,0,517,383,104,56,204,114,7,0,308,110,96,62
859183,2025/2026,Nykøbing U19,8,720,0,0,0,290,224,15,3,161,101,0,0,7,5,88,47
1226335,2025/2026,AGF U15,10,602,2,0,0,186,140,20,13,63,40,17,0,156,63,24,15
1108788,2025/2026,Viborg U17,13,777,3,0,0,136,80,14,8,44,26,35,2,132,45,32,19
565897,2025/2026,HIK,16,1127,0,0,0,499,379,79,52,164,103,18,0,172,54,82,63
270141,2025/2026,Nykøbing,16,1423,1,4,0,1070,940,124,70,390,281,11,1,267,123,176,124
1114754,2025/2026,Hvidovre U19,5,121,0,0,0,29,26,2,2,9,7,4,1,42,18,6,4
1103297,2025/2026,Hobro IK U17,5,208,0,0,0,25,18,1,1,5,5,3,0,46,10,4,3
1211307,2025/2026,Randers U15,1,69,0,0,0,14,10,0,0,1,0,1,0,11,1,0,0
845870,2025/2026,SønderjyskE U17,13,1200,0,4,0,558,440,89,60,274,181,4,0,151,58,153,94
1230197,2025/2026,IF Lyseng U17,13,1135,0,1,0,540,405,73,38,267,168,5,1,184,82,139,84
748629,2025/2026,Nordsjælland U19,3,25,0,0,0,18,15,1,0,6,5,2,1,11,4,2,2
961462,2025/2026,Kolding IF U17,14,1242,6,1,0,382,264,29,11,86,48,50,3,339,125,36,21
1106870,2025/2026,HIK U17,5,148,0,0,0,34,17,5,0,12,5,0,0,34,14,4,1
831997,2025/2026,HB Køge U19,14,980,1,1,0,437,356,58,41,144,103,15,2,156,53,75,56
960267,2025/2026,Roskilde U19,6,63,2,0,0,16,10,2,2,11,8,3,0,18,5,8,5
1135912,2025/2026,Roskilde U17,7,350,1,0,0,155,121,17,10,65,47,11,0,99,45,31,22
1221905,2025/2026,Horsens U15,9,414,0,0,0,90,65,5,2,27,17,12,0,65,20,19,10
844496,2025/2026,Helsingør,10,679,1,5,0,344,277,45,32,147,96,5,0,121,52,57,30
1224427,2025/2026,Vejle U17,10,835,0,3,0,468,411,29,20,176,135,1,0,121,50,73,43
1281120,2025/2026,Sønderjyske U15,1,67,0,0,0,11,9,0,0,1,0,1,0,17,1,1,1
935321,2025/2026,B 93 U19,9,513,1,1,0,318,273,29,24,110,90,4,1,108,44,55,35
1201129,2025/2026,AB U17,13,864,3,0,0,157,110,10,5,28,8,26,2,159,53,24,13
846717,2025/2026,OB U17,2,179,0,0,0,47,39,3,3,10,10,7,1,43,17,7,6
1215198,2025/2026,Vejgaard B,13,1170,0,1,0,212,187,8,1,89,67,0,0,25,18,34,19
500736,2025/2026,Frem,12,945,0,3,0,441,359,102,69,155,106,9,1,216,89,53,39
1221261,2025/2026,Ishøj,3,68,0,0,0,28,22,1,0,10,7,0,0,14,7,7,4
679415,2025/2026,København U19,4,390,0,0,0,139,120,10,3,52,33,0,0,5,4,17,8
681610,2025/2026,Skive,11,632,0,0,0,373,302,57,31,178,126,2,0,106,40,80,55
848039,2025/2026,HB Køge U19,13,1004,0,5,0,481,411,73,52,145,98,3,1,117,42,67,36
947120,2025/2026,Silkeborg U17,12,999,0,1,0,649,549,42,24,262,188,12,0,179,67,91,37
1084394,2025/2026,OB U15,7,479,1,0,0,142,117,12,9,34,26,7,0,135,41,15,13
453316,2025/2026,AB,1,90,0,0,0,33,26,6,2,16,10,0,0,7,3,6,5
1056060,2025/2026,AB U17,4,266,2,1,0,98,77,13,9,28,21,14,0,78,33,11,11
974439,2025/2026,Helsingør U17,12,1140,0,0,0,625,531,74,52,262,196,5,0,81,40,122,80
932132,2025/2026,Viborg U19,11,687,6,2,0,82,60,8,5,16,13,34,2,183,65,11,8
1229119,2025/2026,AGF U15,6,540,0,0,0,351,299,35,20,143,106,2,0,58,19,65,37
1182668,2025/2026,Hvidovre U17,2,180,0,0,0,67,55,2,1,27,16,0,0,5,3,19,9
850540,2025/2026,Nykøbing U19,8,591,1,3,0,202,146,28,13,66,37,4,2,173,52,38,20
1229876,2025/2026,Hobro IK U17,5,315,0,0,0,109,75,16,10,61,31,1,0,41,9,37,16
1226336,2025/2026,AGF U15,8,349,0,0,0,73,54,6,6,12,10,9,0,52,19,15,7
637056,2025/2026,Brabrand,5,406,0,0,0,97,69,23,10,71,43,0,0,6,5,46,36
765144,2025/2026,HB Køge U19,7,396,2,0,0,71,54,10,4,24,18,19,4,61,23,8,7
1095633,2025/2026,Randers U15,8,662,1,1,0,392,327,49,38,123,88,3,1,174,71,62,36
1190900,2025/2026,OB U15,13,1187,0,0,0,307,273,4,1,66,41,0,0,15,10,38,15
1016697,2025/2026,Midtjylland U19,2,29,1,0,0,5,2,1,1,1,1,2,0,3,0,0,0
779828,2025/2026,B 93 U19,1,72,0,0,0,70,55,11,7,23,15,0,0,31,13,11,6
1215288,2025/2026,Hørsholm-Usserød,11,592,0,1,0,265,214,32,18,63,43,27,3,185,75,39,28
1223924,2025/2026,Brøndby IF U15,5,480,0,0,0,149,126,4,1,58,39,1,0,2,2,27,11
974310,2025/2026,Næstved U19,12,568,0,0,0,166,114,26,12,70,43,13,0,112,37,44,27
766527,2025/2026,AaB U19,11,1050,0,2,0,847,795,75,59,339,298,3,1,131,57,115,93
516199,2025/2026,Thisted,6,427,1,1,0,236,215,11,6,105,87,2,0,54,20,30,18
603764,2025/2026,Nykøbing U17,10,863,2,2,0,172,110,29,12,62,29,27,1,216,71,23,15
769272,2025/2026,Midtjylland U17,1,90,1,0,0,59,48,4,0,21,14,1,1,45,13,8,6
817468,2025/2026,AB U19,12,1122,9,0,0,238,170,22,15,61,43,45,3,296,104,37,24
1106872,2025/2026,Lyngby U17,6,121,0,0,0,27,22,4,3,10,8,4,0,40,18,5,4
1179756,2025/2026,Frem,4,109,0,0,0,20,15,1,0,4,3,4,0,30,12,0,0
941353,2025/2026,Roskilde U19,3,108,0,0,0,23,17,3,2,5,1,1,0,27,8,7,3
1060657,2025/2026,HIK U19,14,1074,6,1,0,451,319,73,38,159,91,29,0,192,68,66,44
1084333,2025/2026,Viborg U17,2,180,0,0,0,87,69,15,11,23,16,1,1,24,9,19,9
1185645,2025/2026,Odder,7,630,1,0,0,482,426,63,52,139,113,11,0,97,41,77,56
769229,2025/2026,Hobro IK U19,1,21,0,0,0,5,2,3,1,3,2,0,0,7,1,2,2
576672,2025/2026,Odder,9,413,1,0,0,174,145,8,6,21,16,19,0,99,31,14,7
941221,2025/2026,AGF U17,2,93,0,0,0,29,24,2,2,9,8,2,0,9,8,2,1
1072138,2025/2026,SfB-Oure FA U19,3,184,0,0,0,91,78,4,3,33,23,2,0,3,1,19,9
813418,2025/2026,Vejle U19,7,488,1,0,0,379,348,25,22,144,123,3,0,42,17,58,32
1237201,2025/2026,SfB-Oure FA U17,10,603,0,1,0,254,208,32,26,83,63,4,0,188,68,39,21
1129375,2025/2026,Kolding IF U17,1,26,0,0,1,7,4,3,2,5,3,0,1,5,2,3,3
874957,2025/2026,IF Lyseng U19,2,12,0,0,0,1,1,0,0,0,0,0,0,4,1,0,0
1212983,2025/2026,SønderjyskE U15,8,373,3,0,0,68,42,9,3,24,11,10,0,95,31,15,8
1056458,2025/2026,Farum Boldklub U15,12,972,0,0,0,342,238,49,30,124,84,22,2,238,88,68,51
681328,2025/2026,Sundby,9,321,0,1,0,196,165,18,9,73,51,3,0,40,11,27,18
956193,2025/2026,Kolding IF U17,4,295,0,0,0,73,38,8,5,28,13,19,1,93,31,13,11
1135460,2025/2026,Lyngby U15,11,818,4,4,0,188,120,18,9,56,33,41,3,214,104,36,21
672748,2025/2026,Helsingør,14,1055,0,3,0,418,351,50,27,109,66,5,0,308,137,47,29
449310,2025/2026,Næsby,11,787,2,1,0,479,424,70,60,146,123,30,1,186,82,85,72
1060846,2025/2026,Amager Academy U19,1,11,1,0,0,2,2,0,0,0,0,1,0,3,0,0,0
1226747,2025/2026,Amager Academy U17,12,804,4,2,0,279,212,43,27,89,58,36,5,211,82,52,39
915589,2025/2026,Nykøbing U19,6,495,0,2,0,127,77,18,12,42,23,10,2,157,51,39,24
1228015,2025/2026,OB U15,2,142,0,0,0,32,25,4,2,8,6,1,0,21,10,6,4
879763,2025/2026,Roskilde U17,10,689,3,1,0,305,209,66,44,145,91,18,2,218,91,78,48
1226106,2025/2026,Lyngby U19,1,90,0,0,0,25,21,0,0,14,11,0,0,4,4,11,7
1138672,2025/2026,Lyseng,8,720,0,1,0,156,123,18,6,92,61,0,0,8,8,53,37
1108677,2025/2026,SfB-Oure FA U19,12,1066,0,1,0,432,314,63,39,203,130,5,0,309,122,108,61
1134799,2025/2026,FC Nordsjælland U15,1,90,0,0,0,46,34,7,4,14,9,3,0,17,10,9,8
1172658,2025/2026,IF Lyseng U17,11,599,1,0,0,159,102,10,5,43,25,11,3,120,40,29,16
1084392,2025/2026,OB U17,8,178,0,1,0,95,87,14,11,25,21,0,0,48,18,10,10
869209,2025/2026,AB U19,13,998,0,3,0,351,272,54,34,143,96,6,0,235,80,66,45
1211676,2025/2026,FC Nordsjælland U15,10,817,0,0,0,501,386,69,40,236,160,3,0,112,38,110,56
1140832,2025/2026,Helsingør,12,707,2,3,0,384,328,68,52,127,100,8,0,172,66,54,40
1222409,2025/2026,Midtjylland U15,10,765,5,0,0,187,116,22,11,52,29,57,3,192,88,29,17
769066,2025/2026,Midtjylland U17,13,1186,1,4,0,577,478,74,46,222,149,7,3,244,88,97,50
955979,2025/2026,Randers U19,1,62,0,0,0,22,18,0,0,4,2,1,0,12,4,2,0
1056444,2025/2026,Farum Boldklub U15,8,657,0,0,0,347,288,42,29,113,85,5,0,138,44,42,27
1215213,2025/2026,Brønshøj,1,18,0,0,0,5,3,0,0,0,0,1,0,7,2,1,0
766791,2025/2026,Lyngby U19,11,951,1,2,0,345,282,20,8,93,58,13,0,159,73,59,35
1227697,2025/2026,Silkeborg IF U15,10,490,0,1,0,240,196,21,9,94,65,1,0,65,24,40,18
562542,2025/2026,Brabrand,13,1056,1,1,0,385,273,95,56,155,90,7,2,147,62,87,56
576276,2025/2026,Vejgaard B,12,1009,4,2,0,454,366,39,24,152,101,19,0,237,91,81,43
767448,2025/2026,Roskilde,5,42,0,1,0,19,17,3,3,4,3,1,0,14,4,4,3
1174317,2025/2026,Esbjerg U15,11,848,7,3,0,154,114,19,14,40,22,41,1,175,57,19,14
1051583,2025/2026,SfB-Oure FA U19,12,848,0,0,0,217,152,20,9,72,34,13,0,168,37,33,12
913707,2025/2026,Sønderjyske U17,1,90,0,1,0,23,15,6,1,7,4,0,0,14,4,4,2
961454,2025/2026,Kolding IF U17,13,1086,0,3,0,420,292,55,28,157,94,21,2,212,76,103,61
945990,2025/2026,Esbjerg U17,10,418,0,2,0,82,63,8,5,26,18,3,0,93,27,13,5
760859,2025/2026,Silkeborg U19,12,1140,0,2,0,943,823,119,80,305,223,8,0,193,68,115,76
1224585,2025/2026,Nykøbing U17,14,923,2,3,0,209,151,29,13,56,30,22,3,190,51,27,14
1229104,2025/2026,Hvidovre U19,8,262,1,0,0,69,47,5,3,18,10,11,1,51,14,13,7
635206,2025/2026,Helsingør,1,90,0,0,0,16,11,0,0,10,5,0,0,2,0,4,1
1129698,2025/2026,København U15,6,188,1,0,0,45,31,8,4,13,7,4,1,37,7,8,4
1012780,2025/2026,SønderjyskE U17,8,541,0,1,0,194,152,19,12,85,58,3,0,99,36,41,23
1134809,2025/2026,Lyngby U15,11,928,4,1,0,173,126,19,13,38,23,43,3,136,48,26,12
622986,2025/2026,Skive,16,1249,1,2,0,248,155,30,15,58,23,63,1,354,133,28,14
1074363,2025/2026,B.93 U17,9,428,0,0,0,193,151,12,11,70,50,13,1,109,45,43,23
1234791,2025/2026,SfB-Oure FA U17,1,27,0,0,0,13,12,0,0,2,1,0,0,5,1,2,2
522671,2025/2026,Fremad Amager,14,1132,1,5,0,550,482,70,48,199,157,19,0,202,101,87,73
622031,2025/2026,Hørsholm-Usserød,3,55,0,0,0,28,21,3,2,15,9,0,0,12,6,7,5
962770,2025/2026,Horsens U17,2,132,0,1,0,102,79,17,5,34,18,2,0,34,17,15,7
679656,2025/2026,Lyngby U19,2,62,0,0,0,31,27,2,1,6,3,2,0,10,5,2,1
1239855,2025/2026,IF Lyseng U19,2,180,0,0,0,81,73,1,0,23,15,0,0,1,0,10,4
682110,2025/2026,Viborg U19,1,44,0,0,0,21,18,3,2,9,7,2,1,8,5,9,6
680663,2025/2026,FA 2000,1,34,0,0,0,9,7,3,3,6,5,0,0,10,7,6,5
945984,2025/2026,Esbjerg U17,5,113,0,0,0,39,28,5,4,8,7,5,0,27,11,4,4
849689,2025/2026,Vejle U19,13,1152,1,1,0,801,705,56,38,251,190,14,0,189,80,134,83
1129147,2025/2026,Esbjerg U15,10,874,8,2,0,231,156,15,8,54,28,79,5,264,125,39,25
769481,2025/2026,IF Lyseng U19,2,4,0,0,0,3,1,2,0,3,1,0,0,7,3,1,1
881041,2025/2026,Fremad Amager,9,577,0,1,0,303,248,39,23,126,86,5,2,100,36,60,36
1276816,2025/2026,IF Lyseng U17,2,210,0,1,0,89,70,13,8,31,21,1,0,45,20,12,6
1099838,2025/2026,SønderjyskE U17,5,75,0,0,0,39,27,7,5,16,7,0,0,9,4,12,6
842580,2025/2026,Lyngby U17,4,216,0,2,0,113,86,20,13,48,29,3,2,64,24,20,13
517793,2025/2026,Odder,13,443,0,1,0,62,51,5,3,15,6,17,0,75,17,6,2
1179691,2025/2026,AB U17,10,694,0,0,0,339,259,48,32,153,111,7,1,158,52,89,65
1134797,2025/2026,FC Nordsjælland U15,11,940,6,0,0,260,156,36,17,88,37,46,0,262,88,43,20
739691,2025/2026,Helsingør,2,180,0,0,0,61,31,7,2,34,10,2,0,25,9,19,9
945985,2025/2026,Esbjerg U17,9,218,0,0,0,64,54,12,9,19,14,6,0,61,19,7,5
862133,2025/2026,FA 2000,3,34,1,0,0,8,3,1,0,5,1,1,0,25,6,1,0
766719,2025/2026,AB U19,2,182,0,0,0,58,40,11,6,26,16,3,1,27,8,19,14
1226602,2025/2026,Næstved U17,9,371,1,0,0,60,39,5,3,15,8,9,0,83,26,6,4
1242903,2025/2026,Esbjerg U15,9,710,1,0,0,202,139,30,11,100,57,5,0,102,39,55,30
911344,2025/2026,Næsby U17,12,1052,3,2,0,322,231,66,31,121,65,13,0,307,129,64,41
1012794,2025/2026,Farum Boldklub U15,6,540,0,0,0,243,197,19,4,119,78,0,0,5,3,47,27
692747,2025/2026,Vendsyssel,2,17,0,0,0,8,5,2,1,4,1,0,0,6,2,3,2
766684,2025/2026,Sønderjyske U19,12,998,6,3,0,217,137,10,5,36,16,51,1,197,68,34,18
961769,2025/2026,Horsens U17,10,890,0,1,0,496,407,64,35,227,160,2,0,130,63,91,52
1172915,2025/2026,Horsens U17,1,90,0,0,0,45,34,3,2,12,8,0,0,25,15,9,5
959939,2025/2026,AGF U17,13,934,4,4,0,236,167,25,16,59,35,33,1,279,94,37,27
449473,2025/2026,Roskilde,15,1273,0,2,0,836,653,86,57,235,159,15,3,234,91,171,133
1243132,2025/2026,AB,4,234,1,2,0,136,105,30,21,58,35,1,0,57,29,28,20
1103192,2025/2026,Næstved U19,9,730,0,1,0,361,294,31,16,157,107,7,0,97,43,63,34
1028424,2025/2026,Hvidovre U19,12,736,0,0,0,296,229,56,31,143,88,1,0,81,29,69,45
830477,2025/2026,Nykøbing U19,14,1165,0,1,0,451,333,49,29,190,126,7,0,205,57,102,52
563184,2025/2026,HIK,14,809,0,2,0,370,291,35,18,115,66,2,0,142,47,66,40
1027560,2025/2026,SønderjyskE U17,12,802,3,2,0,173,112,16,10,44,20,28,2,202,69,36,23
569844,2025/2026,Fremad Amager,9,688,0,1,0,213,152,32,18,71,40,4,0,116,44,45,27
576266,2025/2026,Vejgaard B,6,531,0,1,0,204,153,23,5,87,55,5,1,89,39,36,20
879749,2025/2026,B.93 U17,15,566,2,0,0,270,213,29,19,105,80,14,3,117,39,37,26
1259071,2025/2026,Horsens U15,1,23,0,0,0,5,3,0,0,1,0,0,0,6,2,0,0
1109940,2025/2026,Næstved U17,9,840,0,0,0,294,258,6,2,105,73,0,0,6,3,61,42
766628,2025/2026,HIK U19,9,534,1,1,0,211,158,34,24,70,54,18,0,154,50,42,32
629028,2025/2026,Nykøbing,11,706,0,1,0,331,284,47,37,91,70,7,0,118,50,50,35
869192,2025/2026,Vejle U17,9,752,1,0,0,222,160,19,13,70,45,36,1,202,85,39,30
1094055,2025/2026,Hobro IK U19,3,120,0,0,0,27,19,2,2,9,6,5,0,26,6,4,3
1227698,2025/2026,Silkeborg IF U15,1,24,0,0,0,10,8,5,4,4,4,0,0,4,2,4,3
1226347,2025/2026,København U15,7,660,0,0,0,251,220,22,18,66,54,5,1,89,26,25,17
1071403,2025/2026,Sønderjyske U15,2,129,0,0,0,32,21,6,2,11,7,3,0,34,15,6,3
769201,2025/2026,Brøndby U19,1,90,0,0,0,24,19,2,1,3,2,5,0,25,14,2,2
1224587,2025/2026,Nykøbing U17,8,534,1,0,0,99,67,19,12,41,25,11,0,167,66,25,18
291584,2025/2026,Fremad Amager,15,1293,0,4,0,786,636,155,108,323,229,4,1,225,119,179,121
562588,2025/2026,Næsby,10,483,1,1,0,122,89,7,5,29,17,14,0,55,23,11,7
578557,2025/2026,Hørsholm-Usserød,16,1440,0,0,0,457,393,27,12,252,197,0,0,10,8,86,48
1100458,2025/2026,Horsens U19,3,231,0,0,0,73,57,10,8,17,13,16,0,54,18,10,7
604114,2025/2026,VSK Århus,1,5,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0
619440,2025/2026,Skive,13,1135,1,2,0,567,467,90,63,264,192,13,0,163,58,125,87
1079584,2025/2026,OB U17,11,806,2,0,0,232,186,20,15,54,40,27,2,150,52,28,22
1099854,2025/2026,SønderjyskE U17,11,400,0,0,0,90,64,8,5,42,27,5,0,91,26,16,9
1169173,2025/2026,Næsby U19,5,168,0,2,0,19,13,2,1,2,1,4,0,56,14,1,0
1128956,2025/2026,B.93 U17,2,47,0,1,0,24,18,4,4,7,5,3,0,7,2,3,3
1106872,2025/2026,Lyngby U15,3,236,2,0,0,60,46,5,2,19,14,2,0,66,21,10,4
748647,2025/2026,Helsingør,3,47,0,1,0,31,26,3,3,10,9,0,0,22,13,2,2
768972,2025/2026,Esbjerg U17,2,172,1,0,0,69,49,3,3,27,15,2,0,49,16,18,6
1099852,2025/2026,Sønderjyske U15,3,270,0,0,0,72,53,6,2,37,18,0,0,3,2,19,9
629048,2025/2026,Sundby,6,184,0,0,0,40,22,1,1,9,6,7,0,55,17,8,3
1055675,2025/2026,Næsby U17,1,90,0,0,0,29,24,2,1,12,8,1,0,16,5,3,2
832295,2025/2026,Sønderjyske U19,1,90,0,0,0,22,15,5,3,11,6,0,0,1,1,8,5
1054370,2025/2026,Viborg U19,9,662,2,2,0,414,351,67,43,164,115,4,0,95,48,84,60
812298,2025/2026,Helsingør,1,26,0,0,0,8,7,2,2,1,1,3,0,10,2,0,0
847880,2025/2026,AGF U19,2,134,1,0,0,35,28,4,3,7,4,9,0,57,21,5,2
1121967,2025/2026,OB U15,9,544,0,1,0,220,184,25,20,102,76,4,0,90,31,48,33
1094090,2025/2026,Hobro IK U19,14,1309,2,1,0,478,380,80,57,169,119,14,2,257,104,82,52
939388,2025/2026,HB Køge U19,14,1187,1,0,0,546,444,85,64,175,109,12,0,176,60,92,59
761130,2025/2026,Horsens U19,12,1015,8,0,0,188,137,27,18,46,29,56,1,199,90,27,22
446834,2025/2026,FA 2000,6,122,0,0,0,44,29,7,3,9,3,4,0,24,9,9,5
1201034,2025/2026,AGF U17,3,37,0,0,0,14,12,0,0,2,2,0,0,6,1,1,0
1132562,2025/2026,Næstved U17,3,86,0,0,0,33,19,7,3,9,4,0,0,23,6,5,3
911346,2025/2026,OB U17,12,510,6,1,0,133,94,17,11,38,22,30,0,156,54,15,12
684447,2025/2026,Viborg U19,5,227,1,1,0,167,139,16,14,53,42,8,0,54,28,29,22
769270,2025/2026,AGF U17,5,411,0,0,0,211,167,17,11,71,48,5,1,69,19,36,18
766682,2025/2026,Esbjerg U19,3,270,0,0,0,112,101,2,2,33,24,0,0,3,1,13,4
1185242,2025/2026,OB U17,3,96,0,1,0,70,49,13,5,34,21,6,0,19,11,10,8
1229092,2025/2026,Silkeborg IF U15,4,196,0,0,0,51,34,2,1,14,5,8,0,30,13,3,0
1107234,2025/2026,Amager Academy U17,1,66,0,0,0,12,8,1,0,5,2,0,0,23,9,6,2
1031721,2025/2026,Amager Academy U17,7,584,0,0,0,369,332,24,13,119,86,0,0,17,12,50,29
956031,2025/2026,Hobro IK U17,15,1184,2,1,0,593,416,121,56,325,192,16,3,142,56,165,107
1106886,2025/2026,Lyngby U17,12,845,0,1,0,332,248,35,26,124,84,5,0,232,92,70,41
857752,2025/2026,Lyngby U17,8,692,0,3,0,463,405,61,44,185,142,7,1,87,41,87,63
450467,2025/2026,Thisted,14,1259,1,4,0,697,573,111,74,296,210,6,0,208,100,124,77
347372,2025/2026,AB,9,388,5,0,0,125,104,14,11,31,26,28,3,117,42,13,11
769272,2025/2026,Midtjylland U19,4,25,0,0,0,10,10,0,0,2,2,1,0,6,3,0,0
453295,2025/2026,Roskilde,14,1250,0,3,0,955,835,177,117,415,311,4,0,127,55,193,152
939761,2025/2026,Lyngby U17,8,209,0,0,0,136,110,11,6,48,35,5,0,56,25,20,14
941423,2025/2026,HB Køge U19,14,1217,4,0,0,544,384,74,41,178,104,27,3,203,67,119,78
981549,2025/2026,Næstved U19,4,315,0,0,0,73,62,1,0,24,16,0,0,2,2,12,5
857751,2025/2026,Randers U17,2,152,0,0,0,71,49,11,4,27,12,0,0,13,2,5,2
1218815,2025/2026,SønderjyskE U17,10,866,0,4,0,340,232,58,34,176,105,5,1,156,39,92,61
622992,2025/2026,AB,15,1043,7,2,0,222,170,10,8,40,29,54,1,272,97,22,17
1169182,2025/2026,Næsby U17,13,1187,7,0,0,216,155,28,16,64,34,50,1,215,59,36,17
523533,2025/2026,Hørsholm-Usserød,13,854,1,1,0,451,361,77,45,198,128,5,1,53,20,101,58
1222315,2025/2026,AaB U15,9,800,2,1,0,371,311,40,25,188,152,5,0,107,45,85,52
1222316,2025/2026,AaB U17,1,30,0,0,0,9,6,2,0,7,4,0,0,11,1,1,0
1212995,2025/2026,SønderjyskE U15,4,129,0,0,0,69,45,13,2,38,22,3,0,21,10,16,7
959774,2025/2026,Esbjerg U19,7,360,0,0,0,148,118,8,3,53,33,7,0,59,19,25,13
1100417,2025/2026,Roskilde U19,10,900,0,0,0,332,293,8,2,128,93,0,0,11,9,49,21
643094,2025/2026,Vanløse,8,156,0,1,0,25,20,5,4,8,6,4,1,67,21,5,5
766866,2025/2026,Hobro IK U19,3,242,1,0,0,50,40,4,3,19,13,17,1,49,18,5,3
959666,2025/2026,Vejle U17,11,1008,0,1,0,662,553,94,56,307,222,7,1,134,50,150,105
1132559,2025/2026,Næstved U17,12,786,0,2,0,414,303,44,20,190,115,1,0,127,47,97,41
1142969,2025/2026,SønderjyskE U15,13,1016,2,1,0,278,184,39,15,88,36,22,1,238,85,43,24
961229,2025/2026,HIK U19,11,732,1,1,0,322,236,43,24,108,64,11,0,114,35,69,47
1134815,2025/2026,Lyngby U15,11,1003,2,1,0,416,307,47,29,190,125,17,2,221,58,104,53
1055729,2025/2026,HIK U19,14,1127,0,1,0,605,479,91,65,285,196,10,2,121,39,152,101
1226621,2025/2026,Silkeborg U17,2,114,0,0,0,49,41,5,3,10,5,0,0,21,4,2,0
349044,2025/2026,Brabrand,7,153,0,1,0,34,21,3,0,13,4,3,0,47,15,5,1
968878,2025/2026,AB,1,34,0,0,0,13,7,1,0,5,2,0,0,15,11,3,1
1115119,2025/2026,Helsingør U19,11,406,3,1,0,70,56,7,5,15,8,11,1,94,28,6,5
1053589,2025/2026,SfB-Oure FA U17,4,321,3,0,0,45,38,3,1,6,3,11,0,61,22,3,2
846979,2025/2026,Amager Academy U19,9,665,0,1,0,367,312,38,28,121,90,1,0,183,68,55,29
1218813,2025/2026,Sønderjyske U17,12,987,4,2,0,191,131,15,11,51,33,55,0,192,53,31,17
1100244,2025/2026,Horsens U17,7,555,0,1,0,133,100,11,7,51,28,3,0,87,36,24,9
961179,2025/2026,B 93 U19,13,891,3,2,0,343,255,36,26,107,78,50,3,201,69,54,46
766719,2025/2026,AB,11,199,1,0,0,101,67,12,6,35,16,6,0,79,30,18,8
519663,2025/2026,Frem,13,877,1,1,0,476,348,72,49,199,132,5,1,111,34,123,85
913707,2025/2026,SønderjyskE U17,1,90,0,1,0,23,15,6,1,7,4,0,0,14,4,4,2
